file_id,video_path,align_path,text
brba1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brba1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brba1a.align,BIN RED BY A ONE AGAIN
brbazp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brbazp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brbazp.align,BIN RED BY A ZERO PLEASE
brbg2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brbg2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brbg2n.align,BIN RED BY G TWO NOW
brbg3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brbg3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brbg3s.align,BIN RED BY G THREE SOON
brbg4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brbg4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brbg4p.align,BIN RED BY G FOUR PLEASE
brbg5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brbg5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brbg5a.align,BIN RED BY G FIVE AGAIN
brbm6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brbm6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brbm6n.align,BIN RED BY M SIX NOW
brbm7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brbm7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brbm7s.align,BIN RED BY M SEVEN SOON
brbm8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brbm8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brbm8p.align,BIN RED BY M EIGHT PLEASE
brbm9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brbm9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brbm9a.align,BIN RED BY M NINE AGAIN
brbt1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brbt1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brbt1s.align,BIN RED BY T ONE SOON
brbt2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brbt2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brbt2p.align,BIN RED BY T TWO PLEASE
brbt3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brbt3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brbt3a.align,BIN RED BY T THREE AGAIN
brbtzn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brbtzn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brbtzn.align,BIN RED BY T ZERO NOW
brif4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brif4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brif4n.align,BIN RED IN F FOUR NOW
brif5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brif5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brif5s.align,BIN RED IN F FIVE SOON
brif6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brif6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brif6p.align,BIN RED IN F SIX PLEASE
brif7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brif7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brif7a.align,BIN RED IN F SEVEN AGAIN
bril8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bril8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bril8n.align,BIN RED IN L EIGHT NOW
bril9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bril9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bril9s.align,BIN RED IN L NINE SOON
brim1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brim1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brim1a.align,BIN RED IN M ONE AGAIN
brimzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brimzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brimzp.align,BIN RED IN M ZERO PLEASE
bris2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bris2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bris2n.align,BIN RED IN S TWO NOW
bris3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bris3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bris3s.align,BIN RED IN S THREE SOON
bris4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bris4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bris4p.align,BIN RED IN S FOUR PLEASE
bris5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bris5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bris5a.align,BIN RED IN S FIVE AGAIN
briz6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\briz6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\briz6n.align,BIN RED IN Z SIX NOW
briz7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\briz7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\briz7s.align,BIN RED IN Z SEVEN SOON
briz8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\briz8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\briz8p.align,BIN RED IN Z EIGHT PLEASE
briz9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\briz9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\briz9a.align,BIN RED IN Z NINE AGAIN
brwa2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwa2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwa2n.align,BIN RED WITH A TWO NOW
brwa3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwa3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwa3s.align,BIN RED WITH A THREE SOON
brwa4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwa4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwa4p.align,BIN RED WITH A FOUR PLEASE
brwa5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwa5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwa5a.align,BIN RED WITH A FIVE AGAIN
brwg6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwg6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwg6n.align,BIN RED WITH G SIX NOW
brwg7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwg7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwg7s.align,BIN RED WITH G SEVEN SOON
brwg8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwg8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwg8p.align,BIN RED WITH G EIGHT PLEASE
brwg9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwg9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwg9a.align,BIN RED WITH G NINE AGAIN
brwn1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwn1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwn1s.align,BIN RED WITH N ONE SOON
brwn2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwn2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwn2p.align,BIN RED WITH N TWO PLEASE
brwn3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwn3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwn3a.align,BIN RED WITH N THREE AGAIN
brwnzn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwnzn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwnzn.align,BIN RED WITH N ZERO NOW
brwt4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwt4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwt4n.align,BIN RED WITH T FOUR NOW
brwt5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwt5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwt5s.align,BIN RED WITH T FIVE SOON
brwt6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwt6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwt6p.align,BIN RED WITH T SIX PLEASE
brwt7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\brwt7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\brwt7a.align,BIN RED WITH T SEVEN AGAIN
bwaa1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwaa1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwaa1s.align,BIN WHITE AT A ONE SOON
bwaa2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwaa2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwaa2p.align,BIN WHITE AT A TWO PLEASE
bwaa3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwaa3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwaa3a.align,BIN WHITE AT A THREE AGAIN
bwaazn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwaazn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwaazn.align,BIN WHITE AT A ZERO NOW
bwag4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwag4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwag4n.align,BIN WHITE AT G FOUR NOW
bwag5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwag5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwag5s.align,BIN WHITE AT G FIVE SOON
bwag6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwag6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwag6p.align,BIN WHITE AT G SIX PLEASE
bwag7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwag7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwag7a.align,BIN WHITE AT G SEVEN AGAIN
bwam8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwam8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwam8n.align,BIN WHITE AT M EIGHT NOW
bwam9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwam9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwam9s.align,BIN WHITE AT M NINE SOON
bwan1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwan1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwan1a.align,BIN WHITE AT N ONE AGAIN
bwanzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwanzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwanzp.align,BIN WHITE AT N ZERO PLEASE
bwat2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwat2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwat2n.align,BIN WHITE AT T TWO NOW
bwat3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwat3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwat3s.align,BIN WHITE AT T THREE SOON
bwat4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwat4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwat4p.align,BIN WHITE AT T FOUR PLEASE
bwat5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwat5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwat5a.align,BIN WHITE AT T FIVE AGAIN
bwba4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwba4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwba4n.align,BIN WHITE BY A FOUR NOW
bwba5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwba5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwba5s.align,BIN WHITE BY A FIVE SOON
bwba6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwba6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwba6p.align,BIN WHITE BY A SIX PLEASE
bwba7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwba7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwba7a.align,BIN WHITE BY A SEVEN AGAIN
bwbg8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwbg8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwbg8n.align,BIN WHITE BY G EIGHT NOW
bwbg9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwbg9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwbg9s.align,BIN WHITE BY G NINE SOON
bwbh1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwbh1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwbh1a.align,BIN WHITE BY H ONE AGAIN
bwbhzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwbhzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwbhzp.align,BIN WHITE BY H ZERO PLEASE
bwbn2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwbn2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwbn2n.align,BIN WHITE BY N TWO NOW
bwbn3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwbn3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwbn3s.align,BIN WHITE BY N THREE SOON
bwbn4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwbn4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwbn4p.align,BIN WHITE BY N FOUR PLEASE
bwbn5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwbn5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwbn5a.align,BIN WHITE BY N FIVE AGAIN
bwbt6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwbt6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwbt6n.align,BIN WHITE BY T SIX NOW
bwbt7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwbt7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwbt7s.align,BIN WHITE BY T SEVEN SOON
bwbt8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwbt8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwbt8p.align,BIN WHITE BY T EIGHT PLEASE
bwbt9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwbt9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwbt9a.align,BIN WHITE BY T NINE AGAIN
bwig1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwig1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwig1s.align,BIN WHITE IN G ONE SOON
bwig2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwig2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwig2p.align,BIN WHITE IN G TWO PLEASE
bwig3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwig3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwig3a.align,BIN WHITE IN G THREE AGAIN
bwigzn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwigzn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwigzn.align,BIN WHITE IN G ZERO NOW
bwim4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwim4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwim4n.align,BIN WHITE IN M FOUR NOW
bwim5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwim5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwim5s.align,BIN WHITE IN M FIVE SOON
bwim6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwim6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwim6p.align,BIN WHITE IN M SIX PLEASE
bwim7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwim7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwim7a.align,BIN WHITE IN M SEVEN AGAIN
bwis8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwis8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwis8n.align,BIN WHITE IN S EIGHT NOW
bwis9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwis9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwis9s.align,BIN WHITE IN S NINE SOON
bwit1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwit1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwit1a.align,BIN WHITE IN T ONE AGAIN
bwitzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwitzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwitzp.align,BIN WHITE IN T ZERO PLEASE
bwwa8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwa8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwa8n.align,BIN WHITE WITH A EIGHT NOW
bwwa9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwa9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwa9s.align,BIN WHITE WITH A NINE SOON
bwwb1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwb1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwb1a.align,BIN WHITE WITH B ONE AGAIN
bwwbzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwbzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwbzp.align,BIN WHITE WITH B ZERO PLEASE
bwwh2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwh2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwh2n.align,BIN WHITE WITH H TWO NOW
bwwh3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwh3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwh3s.align,BIN WHITE WITH H THREE SOON
bwwh4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwh4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwh4p.align,BIN WHITE WITH H FOUR PLEASE
bwwh5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwh5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwh5a.align,BIN WHITE WITH H FIVE AGAIN
bwwn6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwn6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwn6n.align,BIN WHITE WITH N SIX NOW
bwwn7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwn7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwn7s.align,BIN WHITE WITH N SEVEN SOON
bwwn8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwn8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwn8p.align,BIN WHITE WITH N EIGHT PLEASE
bwwn9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwn9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwn9a.align,BIN WHITE WITH N NINE AGAIN
bwwu1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwu1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwu1s.align,BIN WHITE WITH U ONE SOON
bwwu2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwu2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwu2p.align,BIN WHITE WITH U TWO PLEASE
bwwu3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwu3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwu3a.align,BIN WHITE WITH U THREE AGAIN
bwwuzn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\bwwuzn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\bwwuzn.align,BIN WHITE WITH U ZERO NOW
lbad6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbad6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbad6n.align,LAY BLUE AT D SIX NOW
lbad7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbad7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbad7s.align,LAY BLUE AT D SEVEN SOON
lbad8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbad8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbad8p.align,LAY BLUE AT D EIGHT PLEASE
lbad9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbad9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbad9a.align,LAY BLUE AT D NINE AGAIN
lbak1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbak1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbak1s.align,LAY BLUE AT K ONE SOON
lbak2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbak2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbak2p.align,LAY BLUE AT K TWO PLEASE
lbak3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbak3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbak3a.align,LAY BLUE AT K THREE AGAIN
lbakzn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbakzn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbakzn.align,LAY BLUE AT K ZERO NOW
lbaq4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbaq4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbaq4n.align,LAY BLUE AT Q FOUR NOW
lbaq5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbaq5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbaq5s.align,LAY BLUE AT Q FIVE SOON
lbaq6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbaq6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbaq6p.align,LAY BLUE AT Q SIX PLEASE
lbaq7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbaq7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbaq7a.align,LAY BLUE AT Q SEVEN AGAIN
lbax8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbax8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbax8n.align,LAY BLUE AT X EIGHT NOW
lbax9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbax9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbax9s.align,LAY BLUE AT X NINE SOON
lbay1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbay1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbay1a.align,LAY BLUE AT Y ONE AGAIN
lbayzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbayzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbayzp.align,LAY BLUE AT Y ZERO PLEASE
lbbe1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbbe1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbbe1s.align,LAY BLUE BY E ONE SOON
lbbe2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbbe2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbbe2p.align,LAY BLUE BY E TWO PLEASE
lbbe3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbbe3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbbe3a.align,LAY BLUE BY E THREE AGAIN
lbbezn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbbezn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbbezn.align,LAY BLUE BY E ZERO NOW
lbbk4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbbk4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbbk4n.align,LAY BLUE BY K FOUR NOW
lbbk5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbbk5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbbk5s.align,LAY BLUE BY K FIVE SOON
lbbk6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbbk6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbbk6p.align,LAY BLUE BY K SIX PLEASE
lbbk7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbbk7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbbk7a.align,LAY BLUE BY K SEVEN AGAIN
lbbq8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbbq8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbbq8n.align,LAY BLUE BY Q EIGHT NOW
lbbq9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbbq9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbbq9s.align,LAY BLUE BY Q NINE SOON
lbbr1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbbr1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbbr1a.align,LAY BLUE BY R ONE AGAIN
lbbrzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbbrzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbbrzp.align,LAY BLUE BY R ZERO PLEASE
lbby2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbby2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbby2n.align,LAY BLUE BY Y TWO NOW
